Age,Gender,Occupations,Blood group,Weight,Education,Revenue,Choosed
89,male,salesman,A,45,university,5500,no
71,male,singer,A,59,senior high,650,no
36,female,teacher,AB,76,junior high,90,no
59,third,salesman,AB,36,junior high,5,no
31,third,salesman,B,36,senior high,600,no
91,third,scientest,AB,38,doctor,54,no
0,male,neet,O,44,senior high,45,no
15,female,engineer,A,79,university,7600,no
96,female,scientest,AB,48,university,9300,no
81,female,engineer,B,41,university,600,no
13,third,salesman,O,49,junior high,980,no
42,male,singer,O,45,university,17,no
51,male,singer,A,68,junior high,380,no
65,male,chef,A,57,primary,1600,no
76,third,engineer,O,96,master,6500,no
90,male,singer,B,76,junior high,800,no
61,male,programmer,AB,73,junior high,9700,no
66,male,salesman,A,62,primary,560,no
49,female,engineer,B,91,doctor,330,yes
18,male,scientest,O,87,university,5700,yes
43,third,singer,B,87,doctor,89,no
32,male,singer,AB,61,university,1800,no
54,female,singer,O,60,university,4100,no
38,third,programmer,A,42,junior high,6600,no
3,male,engineer,O,44,primary,84,no
73,female,neet,O,90,primary,69,no
75,male,singer,O,93,university,280,no
86,third,singer,A,45,primary,1200,no
15,male,teacher,AB,69,junior high,57,no
15,third,programmer,O,69,doctor,8,no
73,third,salesman,O,76,doctor,450,no
35,third,programmer,AB,44,primary,700,no
35,female,engineer,B,43,master,6200,yes
50,third,teacher,B,85,junior high,9100,no
53,male,singer,B,78,senior high,97,no
67,female,singer,A,39,junior high,1900,no
10,third,scientest,A,40,primary,5900,no
98,female,engineer,B,37,master,8100,no
99,female,chef,A,85,doctor,510,no
87,female,programmer,A,98,junior high,420,no
86,male,engineer,A,35,primary,51,no
10,male,student,A,73,primary,9800,no
27,male,chef,AB,96,junior high,700,yes
21,third,engineer,O,78,master,3600,yes
48,third,scientest,A,40,senior high,3,no
47,female,teacher,B,80,primary,4600,no
74,female,salesman,B,43,doctor,1800,no
76,male,chef,A,93,primary,97,no
92,male,neet,O,44,primary,4000,no
54,female,scientest,A,56,junior high,1700,no
83,male,singer,A,80,master,440,no
45,male,teacher,O,50,primary,790,no
12,third,teacher,B,64,primary,87,no
43,female,scientest,AB,62,master,95,yes
5,male,chef,AB,94,senior high,7000,no
63,female,neet,AB,58,junior high,700,no
27,female,salesman,AB,98,doctor,100,no
41,third,chef,B,42,primary,10,yes
33,third,student,AB,85,senior high,150,no
47,third,programmer,O,84,university,660,no
70,male,teacher,A,46,primary,7300,no
5,male,programmer,AB,88,primary,22,no
74,female,neet,AB,65,university,280,no
53,third,engineer,B,93,primary,850,no
70,third,chef,A,47,senior high,720,no
95,male,student,AB,64,junior high,8500,no
36,male,teacher,B,67,primary,44,no
72,third,singer,A,46,university,900,no
34,male,salesman,AB,77,master,680,no
30,third,salesman,O,76,junior high,8900,yes
56,third,chef,A,67,university,64,no
83,female,salesman,A,60,senior high,7900,no
87,female,chef,B,97,university,62,no
47,female,singer,AB,57,doctor,96,no
75,third,engineer,A,55,primary,900,no
87,third,chef,A,95,master,7,no
13,male,programmer,AB,90,senior high,900,no
6,female,singer,B,66,senior high,7,no
5,third,teacher,AB,62,university,76,no
7,third,programmer,O,44,junior high,900,no
50,female,chef,AB,47,university,98,yes
39,female,neet,O,42,senior high,8900,yes
99,male,neet,AB,46,master,84,no
88,third,salesman,O,90,primary,73,no
41,female,student,B,89,senior high,4600,no
79,third,teacher,A,92,doctor,64,no
12,third,scientest,B,95,doctor,6100,no
71,male,neet,AB,84,master,450,no
12,female,salesman,B,94,senior high,5200,no
64,third,programmer,AB,53,master,150,no
60,female,singer,A,92,university,63,no
27,female,salesman,O,46,senior high,54,yes
57,female,singer,A,45,primary,7800,no
25,female,engineer,AB,42,master,280,yes
54,male,neet,A,80,senior high,55,no
39,third,chef,O,81,master,8200,yes
99,male,teacher,AB,93,senior high,1500,no
0,female,chef,A,52,master,600,no
83,third,salesman,A,80,senior high,41,no
54,third,engineer,O,53,junior high,31,no
32,female,chef,A,90,junior high,2200,yes
2,male,scientest,AB,79,university,76,no
50,third,teacher,O,51,junior high,320,no
47,third,scientest,A,88,junior high,94,no
78,third,scientest,B,73,junior high,59,no
14,third,engineer,A,81,university,2900,no
47,female,chef,B,92,primary,570,yes
77,female,scientest,A,46,primary,80,no
52,male,scientest,A,49,doctor,50,no
14,female,student,A,99,senior high,5500,no
81,female,salesman,AB,88,senior high,470,no
50,female,teacher,B,52,primary,7400,no
51,third,singer,O,43,university,11,no
75,female,engineer,O,74,university,4500,no
84,male,teacher,AB,87,master,4000,no
50,female,programmer,AB,53,doctor,1900,yes
91,female,student,B,71,master,790,no
77,male,engineer,B,59,senior high,6900,no
79,third,engineer,AB,85,primary,890,no
31,third,singer,O,72,primary,92,yes
71,female,singer,AB,96,senior high,61,no
5,third,salesman,O,91,doctor,290,no
62,male,engineer,O,59,junior high,54,no
20,female,singer,AB,86,senior high,46,no
19,female,chef,O,78,university,41,yes
7,female,singer,AB,77,university,720,no
3,third,singer,B,69,doctor,3100,no
95,male,teacher,O,59,master,880,no
72,female,chef,A,75,doctor,450,no
74,third,chef,A,88,junior high,320,no
52,third,scientest,AB,71,junior high,7000,no
66,third,scientest,O,84,master,220,no
89,third,singer,AB,97,senior high,170,no
93,female,salesman,A,37,master,79,no
40,third,programmer,B,43,master,10,yes
64,male,salesman,A,38,university,1600,no
46,female,singer,AB,90,master,6000,no
22,male,salesman,B,48,junior high,4200,no
99,male,teacher,A,95,university,310,no
87,male,singer,A,53,primary,1,no
69,third,salesman,A,68,junior high,9300,no
47,male,scientest,B,52,university,9000,no
47,female,teacher,AB,95,primary,1800,no
95,third,engineer,AB,53,master,2,no
5,female,student,A,95,university,7100,no
68,female,chef,A,77,primary,6800,no
52,female,scientest,AB,43,senior high,30,no
48,female,engineer,A,95,junior high,25,no
16,female,teacher,B,82,primary,800,no
58,female,scientest,O,75,senior high,53,no
19,third,programmer,A,80,primary,1,no
14,male,student,O,95,senior high,3800,no
83,female,salesman,A,87,doctor,5200,no
46,male,salesman,A,86,senior high,35,no
19,male,neet,O,45,doctor,5500,yes
80,third,engineer,B,62,senior high,200,no
79,male,singer,A,51,master,2200,no
27,male,neet,O,42,senior high,3500,yes
61,male,student,O,93,master,57,no
82,third,neet,B,49,university,970,no
40,female,chef,B,40,senior high,13,yes
29,third,salesman,A,85,university,5400,no
40,female,salesman,B,61,primary,6200,no
20,third,programmer,B,51,primary,59,no
97,male,teacher,AB,87,university,71,no
5,third,chef,O,55,senior high,3500,no
28,third,programmer,A,90,master,6,yes
22,third,programmer,B,92,master,17,yes
35,male,salesman,AB,85,doctor,22,no
10,third,programmer,AB,49,primary,150,no
95,third,singer,B,81,senior high,9200,no
52,third,singer,AB,38,university,470,no
64,female,programmer,O,72,master,100,no
68,male,programmer,AB,95,primary,8400,no
4,third,neet,O,52,junior high,100,no
83,female,student,AB,54,senior high,3900,no
56,female,engineer,AB,73,junior high,17,no
1,male,chef,B,78,primary,2,no
82,female,engineer,AB,61,university,7400,no
97,third,singer,O,98,master,30,no
74,third,scientest,B,40,university,110,no
34,third,teacher,A,79,doctor,270,no
16,third,chef,O,75,doctor,32,yes
86,male,student,AB,54,university,280,no
76,female,salesman,O,41,doctor,5900,no
28,third,salesman,B,99,senior high,66,no
72,female,singer,O,75,senior high,4000,no
33,third,programmer,O,57,master,110,yes
33,third,engineer,O,99,junior high,43,yes
65,third,student,O,75,primary,5700,no
34,third,programmer,A,62,primary,570,no
54,female,salesman,B,56,master,6600,no
85,male,salesman,AB,94,university,460,no
96,third,scientest,O,67,junior high,57,no
1,female,neet,B,64,senior high,260,no
9,third,chef,A,35,junior high,9800,no
30,third,teacher,O,96,senior high,3,yes
86,third,neet,AB,55,senior high,9600,no
97,female,teacher,A,55,university,200,no
16,male,chef,AB,45,senior high,2700,no
30,male,teacher,B,59,junior high,710,no
85,third,chef,A,98,primary,4600,no
57,female,scientest,O,78,senior high,2800,no
1,third,student,AB,36,senior high,180,no
46,third,salesman,O,41,master,12,no
27,female,teacher,A,98,primary,64,no
98,male,chef,A,96,primary,50,no
5,male,scientest,O,75,primary,53,no
23,female,engineer,B,50,master,2500,yes
18,female,singer,O,70,master,490,yes
93,female,engineer,A,70,master,330,no
10,third,singer,A,48,university,6900,no
5,male,salesman,O,82,doctor,80,no
39,third,neet,A,89,university,53,no
39,male,singer,B,43,junior high,520,no
48,female,engineer,A,75,university,22,no
50,male,singer,O,92,master,17,no
55,third,programmer,B,66,university,180,no
86,third,singer,B,83,primary,4100,no
65,male,singer,O,70,doctor,920,no
81,third,neet,O,87,junior high,330,no
6,male,scientest,A,57,senior high,850,no
59,female,engineer,AB,91,primary,6200,no
50,male,engineer,AB,62,master,19,yes
90,male,singer,A,46,university,7100,no
57,female,scientest,B,65,doctor,360,no
53,female,teacher,AB,87,university,510,no
46,male,teacher,B,82,senior high,5000,no
65,female,teacher,O,68,doctor,67,no
73,third,chef,A,84,junior high,11,no
67,male,neet,B,48,primary,89,no
91,female,neet,O,64,university,89,no
56,third,student,A,68,master,2000,no
50,third,student,O,76,junior high,920,no
36,female,teacher,O,63,master,29,yes
34,third,teacher,O,76,master,890,yes
92,third,singer,O,42,master,330,no
37,female,student,O,73,master,1400,yes
95,third,programmer,AB,41,primary,530,no
67,male,chef,O,73,doctor,24,no
20,third,scientest,AB,58,senior high,5400,no
2,male,chef,AB,46,senior high,7,no
97,third,scientest,O,59,senior high,810,no
55,female,teacher,AB,72,university,800,no
77,male,chef,O,52,junior high,2100,no
63,male,programmer,B,59,university,9100,no
11,male,salesman,A,85,master,5300,no
63,female,singer,O,45,junior high,4700,no
79,third,teacher,B,96,senior high,5700,no
56,female,programmer,O,56,primary,6,no
25,third,neet,O,56,primary,63,yes
30,female,teacher,AB,88,senior high,7000,no
54,female,salesman,B,35,university,9900,no
87,male,student,B,99,senior high,8700,no
44,male,student,O,68,doctor,470,no
11,female,programmer,O,79,doctor,71,no
78,male,chef,O,60,university,14,no
84,male,chef,O,82,university,50,no
19,male,singer,B,67,primary,510,no
48,male,chef,A,57,university,380,yes
74,female,salesman,AB,46,senior high,360,no
93,third,scientest,AB,70,primary,19,no
27,third,singer,B,50,primary,630,no
54,female,programmer,B,39,senior high,410,no
44,female,student,AB,49,primary,8000,no
76,female,chef,B,57,university,26,no
58,third,scientest,O,97,senior high,380,no
75,third,salesman,O,94,doctor,2500,no
40,third,programmer,O,66,junior high,61,yes
33,male,teacher,B,73,junior high,9200,no
90,male,neet,AB,52,master,1900,no
85,third,student,O,96,primary,8,no
52,male,neet,AB,43,university,39,no
73,third,chef,B,66,senior high,5300,no
78,third,chef,A,66,junior high,87,no
78,third,programmer,AB,82,junior high,15,no
56,male,programmer,B,98,university,390,no
69,male,scientest,A,47,university,240,no
91,female,student,A,50,university,9400,no
65,male,student,B,41,doctor,510,no
94,male,programmer,B,61,master,43,no
64,female,student,B,59,university,2200,no
73,male,chef,B,58,master,210,no
90,male,engineer,AB,49,master,480,no
21,female,salesman,A,80,junior high,4100,no
73,third,chef,AB,63,junior high,4,no
64,female,engineer,A,78,primary,400,no
45,female,salesman,AB,84,doctor,100,no
37,third,programmer,B,91,master,770,yes
35,female,engineer,O,90,primary,35,yes
19,third,scientest,AB,76,doctor,42,no
7,female,student,B,90,doctor,44,no
66,female,teacher,AB,45,primary,66,no
77,male,engineer,AB,49,university,570,no
55,male,engineer,O,56,doctor,49,no
91,third,student,AB,53,senior high,56,no
66,male,engineer,AB,73,senior high,5800,no
1,female,salesman,O,36,senior high,310,no
22,male,scientest,AB,59,senior high,190,no
57,male,singer,O,94,senior high,83,no
97,third,singer,AB,84,master,35,no
8,female,chef,B,71,senior high,76,no
44,female,chef,AB,39,primary,550,yes
67,female,neet,B,79,senior high,980,no
16,female,student,A,77,master,570,no
73,female,engineer,O,76,master,920,no
42,female,neet,A,64,master,140,no
42,female,engineer,B,51,doctor,9100,yes
45,third,chef,AB,67,university,490,yes
22,male,programmer,B,35,junior high,60,no
92,male,singer,A,70,university,8500,no
91,male,student,AB,54,junior high,730,no
7,male,scientest,AB,52,university,170,no
31,female,neet,AB,80,junior high,20,no
76,male,chef,B,39,master,730,no
83,third,neet,B,78,master,35,no
78,female,singer,O,36,primary,3200,no
66,third,student,B,89,university,38,no
39,male,student,O,42,doctor,3100,yes
71,third,teacher,A,93,primary,5000,no
75,third,salesman,B,72,senior high,370,no
3,female,chef,AB,92,doctor,400,no
36,third,student,AB,81,junior high,230,no
70,third,teacher,A,73,doctor,7100,no
28,male,singer,A,58,senior high,95,no
44,male,scientest,B,97,primary,870,no
22,male,scientest,AB,68,university,100,no
8,third,engineer,AB,48,primary,480,no
91,third,teacher,O,38,university,60,no
13,male,teacher,A,53,master,160,no
0,male,programmer,A,82,senior high,750,no
85,male,engineer,AB,85,doctor,62,no
50,male,salesman,AB,63,junior high,69,no
42,female,teacher,AB,37,master,350,no
51,male,neet,O,37,university,390,no
98,female,neet,A,71,senior high,6600,no
84,female,teacher,AB,38,master,43,no
97,male,student,A,76,junior high,74,no
82,third,student,B,96,doctor,18,no
95,female,chef,O,51,primary,44,no
32,third,scientest,B,92,primary,1800,no
92,female,neet,B,37,university,78,no
5,third,student,B,59,doctor,2300,no
36,third,chef,B,84,primary,49,yes
90,female,scientest,AB,81,doctor,900,no
69,third,engineer,B,65,senior high,720,no
53,male,programmer,A,97,primary,5700,no
62,male,salesman,AB,40,doctor,380,no
24,female,teacher,O,42,senior high,7600,yes
25,third,student,O,62,master,6900,yes
57,male,neet,AB,72,university,87,no
67,female,neet,AB,62,master,5,no
3,female,singer,A,73,senior high,3100,no
67,third,programmer,O,54,university,760,no
76,female,student,O,97,doctor,5900,no
12,female,teacher,AB,45,primary,610,yes
93,third,salesman,B,69,primary,1200,no
59,male,teacher,A,92,university,5900,no
46,third,teacher,A,52,primary,5300,no
48,male,chef,B,80,senior high,14,yes
37,third,teacher,A,85,junior high,2000,no
5,third,teacher,AB,47,senior high,490,no
41,female,teacher,A,70,primary,13,no
26,third,scientest,O,74,junior high,250,yes
55,male,chef,O,47,junior high,6100,no
91,male,chef,A,96,master,19,no
39,third,scientest,O,57,doctor,440,yes
9,male,teacher,B,84,master,700,no
96,female,student,B,96,university,210,no
37,male,programmer,A,77,junior high,78,no
92,female,singer,O,91,junior high,83,no
89,third,chef,O,50,senior high,8300,no
52,third,teacher,A,44,junior high,4500,no
85,female,teacher,O,76,primary,63,no
8,female,chef,B,68,junior high,570,no
45,male,neet,A,98,university,230,no
75,female,chef,A,99,university,5500,no
97,male,scientest,O,81,university,3400,no
27,third,salesman,AB,79,doctor,160,no
54,female,neet,O,77,master,670,no
53,male,scientest,B,93,doctor,4100,no
32,male,student,AB,86,primary,720,no
50,male,neet,O,91,primary,5700,no
10,female,salesman,O,90,primary,54,no
71,male,teacher,A,63,doctor,1,no
60,male,scientest,B,89,master,99,no
22,male,student,O,68,university,1500,yes
83,third,scientest,O,79,junior high,40,no
82,third,student,B,44,university,56,no
82,third,salesman,A,76,master,180,no
94,male,neet,A,87,senior high,7900,no
2,male,neet,O,61,master,960,no
20,third,scientest,AB,98,university,83,no
94,male,engineer,A,99,junior high,90,no
13,third,neet,B,99,university,5,no
94,third,scientest,A,55,university,93,no
32,male,engineer,A,67,primary,8700,no
92,female,scientest,O,94,university,8500,no
57,male,neet,B,98,senior high,6500,no
97,male,student,O,87,university,94,no
20,male,engineer,O,56,primary,10,yes
32,female,neet,AB,71,university,240,no
16,male,student,B,79,master,4000,no
77,male,singer,O,78,doctor,4700,no
65,female,programmer,A,92,master,4700,no
99,female,chef,O,60,doctor,11,no
60,female,salesman,A,90,junior high,43,no
73,male,engineer,A,46,senior high,9500,no
2,female,salesman,A,49,senior high,240,no
8,male,engineer,B,67,master,8,no
40,third,teacher,O,62,senior high,810,yes
9,third,chef,O,47,master,30,no
38,male,programmer,A,42,master,4800,yes
48,male,neet,B,89,master,45,no
93,third,salesman,AB,36,doctor,100,no
70,female,teacher,A,36,primary,890,no
93,female,scientest,AB,45,doctor,78,no
90,male,singer,B,60,university,480,no
12,female,scientest,O,85,senior high,92,no
21,male,programmer,O,72,junior high,15,yes
22,male,salesman,O,78,master,69,yes
31,third,engineer,A,55,senior high,73,no
34,male,salesman,B,63,university,620,no
14,male,student,B,39,senior high,900,no
92,third,teacher,O,98,senior high,95,no
30,third,programmer,AB,70,master,1000,yes
0,male,student,A,41,master,700,no
49,male,salesman,A,51,primary,10,no
96,third,chef,AB,43,university,7500,no
0,male,programmer,AB,83,junior high,300,no
62,male,teacher,O,91,primary,54,no
22,third,salesman,O,80,senior high,3900,yes
19,female,neet,O,61,master,200,yes
12,female,singer,O,79,master,3200,no
12,third,chef,A,44,junior high,47,no
24,female,teacher,O,35,doctor,930,yes
66,female,programmer,B,88,junior high,910,no
30,male,engineer,B,43,university,15,no
