Age,Gender,Occupations,Blood group,Height,Weight,Education,Choosed
99,male,neet,AB,157,46,master,no
88,third,salesman,O,165,90,primary,no
41,female,student,B,142,89,senior high,no
79,third,teacher,A,162,92,doctor,no
12,third,scientest,B,163,95,doctor,no
71,male,neet,AB,187,84,master,no
12,female,salesman,B,151,94,senior high,no
64,third,programmer,AB,184,53,master,no
60,female,singer,A,147,92,university,no
27,female,salesman,O,172,46,senior high,yes
57,female,singer,A,161,45,primary,no
25,female,engineer,AB,168,42,master,yes
54,male,neet,A,196,80,senior high,no
39,third,chef,O,158,81,master,yes
99,male,teacher,AB,155,93,senior high,no
0,female,chef,A,172,52,master,no
83,third,salesman,A,162,80,senior high,no
54,third,engineer,O,149,53,junior high,no
32,female,chef,A,166,90,junior high,yes
2,male,scientest,AB,195,79,university,no
50,third,teacher,O,147,51,junior high,no
47,third,scientest,A,191,88,junior high,no
78,third,scientest,B,196,73,junior high,no
14,third,engineer,A,189,81,university,no
47,female,chef,B,160,92,primary,yes
77,female,scientest,A,158,46,primary,no
52,male,scientest,A,180,49,doctor,no
14,female,student,A,195,99,senior high,no
81,female,salesman,AB,149,88,senior high,no
50,female,teacher,B,157,52,primary,no
51,third,singer,O,180,43,university,no
75,female,engineer,O,145,74,university,no
84,male,teacher,AB,191,87,master,no
50,female,programmer,AB,184,53,doctor,yes
91,female,student,B,164,71,master,no
77,male,engineer,B,174,59,senior high,no
79,third,engineer,AB,173,85,primary,no
31,third,singer,O,170,72,primary,yes
71,female,singer,AB,143,96,senior high,no
5,third,salesman,O,192,91,doctor,no
62,male,engineer,O,162,59,junior high,no
20,female,singer,AB,171,86,senior high,no
19,female,chef,O,191,78,university,yes
7,female,singer,AB,165,77,university,no
3,third,singer,B,195,69,doctor,no
95,male,teacher,O,167,59,master,no
72,female,chef,A,173,75,doctor,no
74,third,chef,A,155,88,junior high,no
52,third,scientest,AB,147,71,junior high,no
66,third,scientest,O,195,84,master,no
89,third,singer,AB,146,97,senior high,no
93,female,salesman,A,174,37,master,no
40,third,programmer,B,182,43,master,yes
64,male,salesman,A,169,38,university,no
46,female,singer,AB,184,90,master,no
22,male,salesman,B,198,48,junior high,no
99,male,teacher,A,186,95,university,no
87,male,singer,A,154,53,primary,no
69,third,salesman,A,162,68,junior high,no
47,male,scientest,B,188,52,university,no
47,female,teacher,AB,147,95,primary,no
95,third,engineer,AB,192,53,master,no
5,female,student,A,159,95,university,no
68,female,chef,A,199,77,primary,no
52,female,scientest,AB,146,43,senior high,no
48,female,engineer,A,179,95,junior high,no
16,female,teacher,B,143,82,primary,no
58,female,scientest,O,174,75,senior high,no
19,third,programmer,A,199,80,primary,no
14,male,student,O,153,95,senior high,no
83,female,salesman,A,150,87,doctor,no
46,male,salesman,A,152,86,senior high,no
19,male,neet,O,145,45,doctor,yes
80,third,engineer,B,189,62,senior high,no
79,male,singer,A,187,51,master,no
27,male,neet,O,169,42,senior high,yes
61,male,student,O,191,93,master,no
82,third,neet,B,183,49,university,no
40,female,chef,B,154,40,senior high,yes
29,third,salesman,A,152,85,university,no
40,female,salesman,B,148,61,primary,no
20,third,programmer,B,193,51,primary,no
97,male,teacher,AB,191,87,university,no
5,third,chef,O,143,55,senior high,no
28,third,programmer,A,158,90,master,yes
22,third,programmer,B,145,92,master,yes
35,male,salesman,AB,157,85,doctor,no
10,third,programmer,AB,195,49,primary,no
95,third,singer,B,146,81,senior high,no
52,third,singer,AB,145,38,university,no
64,female,programmer,O,182,72,master,no
68,male,programmer,AB,145,95,primary,no
4,third,neet,O,173,52,junior high,no
83,female,student,AB,154,54,senior high,no
56,female,engineer,AB,176,73,junior high,no
1,male,chef,B,152,78,primary,no
82,female,engineer,AB,148,61,university,no
97,third,singer,O,164,98,master,no
74,third,scientest,B,179,40,university,no
34,third,teacher,A,153,79,doctor,no
16,third,chef,O,199,75,doctor,yes
86,male,student,AB,145,54,university,no
76,female,salesman,O,157,41,doctor,no
28,third,salesman,B,150,99,senior high,no
72,female,singer,O,142,75,senior high,no
33,third,programmer,O,180,57,master,yes
33,third,engineer,O,160,99,junior high,yes
65,third,student,O,168,75,primary,no
34,third,programmer,A,192,62,primary,no
54,female,salesman,B,182,56,master,no
85,male,salesman,AB,174,94,university,no
96,third,scientest,O,199,67,junior high,no
1,female,neet,B,170,64,senior high,no
9,third,chef,A,141,35,junior high,no
30,third,teacher,O,176,96,senior high,yes
86,third,neet,AB,161,55,senior high,no
97,female,teacher,A,197,55,university,no
16,male,chef,AB,156,45,senior high,no
30,male,teacher,B,151,59,junior high,no
85,third,chef,A,163,98,primary,no
57,female,scientest,O,143,78,senior high,no
1,third,student,AB,162,36,senior high,no
46,third,salesman,O,143,41,master,no
27,female,teacher,A,171,98,primary,no
98,male,chef,A,155,96,primary,no
5,male,scientest,O,147,75,primary,no
23,female,engineer,B,191,50,master,yes
18,female,singer,O,187,70,master,yes
93,female,engineer,A,187,70,master,no
10,third,singer,A,182,48,university,no
5,male,salesman,O,164,82,doctor,no
39,third,neet,A,197,89,university,no
39,male,singer,B,187,43,junior high,no
48,female,engineer,A,141,75,university,no
50,male,singer,O,172,92,master,no
55,third,programmer,B,142,66,university,no
86,third,singer,B,180,83,primary,no
65,male,singer,O,199,70,doctor,no
81,third,neet,O,169,87,junior high,no
6,male,scientest,A,188,57,senior high,no
59,female,engineer,AB,172,91,primary,no
50,male,engineer,AB,172,62,master,yes
90,male,singer,A,177,46,university,no
57,female,scientest,B,144,65,doctor,no
53,female,teacher,AB,187,87,university,no
46,male,teacher,B,154,82,senior high,no
65,female,teacher,O,178,68,doctor,no
73,third,chef,A,183,84,junior high,no
67,male,neet,B,159,48,primary,no
91,female,neet,O,143,64,university,no
56,third,student,A,140,68,master,no
50,third,student,O,170,76,junior high,no
36,female,teacher,O,146,63,master,yes
34,third,teacher,O,194,76,master,yes
92,third,singer,O,189,42,master,no
37,female,student,O,177,73,master,yes
95,third,programmer,AB,177,41,primary,no
67,male,chef,O,146,73,doctor,no
20,third,scientest,AB,142,58,senior high,no
2,male,chef,AB,199,46,senior high,no
97,third,scientest,O,163,59,senior high,no
55,female,teacher,AB,147,72,university,no
77,male,chef,O,166,52,junior high,no
63,male,programmer,B,171,59,university,no
11,male,salesman,A,166,85,master,no
63,female,singer,O,160,45,junior high,no
79,third,teacher,B,157,96,senior high,no
56,female,programmer,O,160,56,primary,no
25,third,neet,O,173,56,primary,yes
30,female,teacher,AB,197,88,senior high,no
54,female,salesman,B,173,35,university,no
87,male,student,B,141,99,senior high,no
44,male,student,O,187,68,doctor,no
11,female,programmer,O,154,79,doctor,no
78,male,chef,O,172,60,university,no
84,male,chef,O,163,82,university,no
19,male,singer,B,154,67,primary,no
48,male,chef,A,164,57,university,yes
74,female,salesman,AB,140,46,senior high,no
93,third,scientest,AB,197,70,primary,no
27,third,singer,B,163,50,primary,no
54,female,programmer,B,179,39,senior high,no
44,female,student,AB,171,49,primary,no
76,female,chef,B,168,57,university,no
58,third,scientest,O,163,97,senior high,no
75,third,salesman,O,162,94,doctor,no
40,third,programmer,O,144,66,junior high,yes
33,male,teacher,B,170,73,junior high,no
90,male,neet,AB,193,52,master,no
85,third,student,O,172,96,primary,no
52,male,neet,AB,168,43,university,no
73,third,chef,B,189,66,senior high,no
78,third,chef,A,196,66,junior high,no
78,third,programmer,AB,175,82,junior high,no
56,male,programmer,B,142,98,university,no
69,male,scientest,A,192,47,university,no
91,female,student,A,148,50,university,no
65,male,student,B,197,41,doctor,no
94,male,programmer,B,146,61,master,no
64,female,student,B,155,59,university,no
73,male,chef,B,164,58,master,no
90,male,engineer,AB,159,49,master,no
21,female,salesman,A,155,80,junior high,no
73,third,chef,AB,143,63,junior high,no
64,female,engineer,A,182,78,primary,no
45,female,salesman,AB,165,84,doctor,no
37,third,programmer,B,192,91,master,yes
35,female,engineer,O,172,90,primary,yes
19,third,scientest,AB,149,76,doctor,no
7,female,student,B,185,90,doctor,no
66,female,teacher,AB,187,45,primary,no
77,male,engineer,AB,159,49,university,no
55,male,engineer,O,152,56,doctor,no
91,third,student,AB,171,53,senior high,no
66,male,engineer,AB,173,73,senior high,no
1,female,salesman,O,143,36,senior high,no
22,male,scientest,AB,198,59,senior high,no
57,male,singer,O,155,94,senior high,no
97,third,singer,AB,177,84,master,no
8,female,chef,B,195,71,senior high,no
44,female,chef,AB,176,39,primary,yes
67,female,neet,B,141,79,senior high,no
16,female,student,A,165,77,master,no
73,female,engineer,O,160,76,master,no
42,female,neet,A,179,64,master,no
42,female,engineer,B,171,51,doctor,yes
45,third,chef,AB,184,67,university,yes
22,male,programmer,B,199,35,junior high,no
92,male,singer,A,198,70,university,no
91,male,student,AB,145,54,junior high,no
7,male,scientest,AB,188,52,university,no
31,female,neet,AB,168,80,junior high,no
76,male,chef,B,169,39,master,no
83,third,neet,B,157,78,master,no
78,female,singer,O,151,36,primary,no
66,third,student,B,161,89,university,no
39,male,student,O,148,42,doctor,yes
71,third,teacher,A,198,93,primary,no
75,third,salesman,B,168,72,senior high,no
3,female,chef,AB,185,92,doctor,no
36,third,student,AB,150,81,junior high,no
70,third,teacher,A,164,73,doctor,no
28,male,singer,A,146,58,senior high,no
44,male,scientest,B,157,97,primary,no
22,male,scientest,AB,160,68,university,no
8,third,engineer,AB,153,48,primary,no
91,third,teacher,O,179,38,university,no
13,male,teacher,A,168,53,master,no
0,male,programmer,A,140,82,senior high,no
85,male,engineer,AB,180,85,doctor,no
50,male,salesman,AB,161,63,junior high,no
42,female,teacher,AB,178,37,master,no
51,male,neet,O,193,37,university,no
98,female,neet,A,156,71,senior high,no
84,female,teacher,AB,168,38,master,no
97,male,student,A,146,76,junior high,no
82,third,student,B,149,96,doctor,no
95,female,chef,O,180,51,primary,no
32,third,scientest,B,155,92,primary,no
92,female,neet,B,146,37,university,no
5,third,student,B,159,59,doctor,no
36,third,chef,B,160,84,primary,yes
90,female,scientest,AB,172,81,doctor,no
69,third,engineer,B,158,65,senior high,no
53,male,programmer,A,168,97,primary,no
62,male,salesman,AB,144,40,doctor,no
24,female,teacher,O,174,42,senior high,yes
25,third,student,O,165,62,master,yes
57,male,neet,AB,166,72,university,no
67,female,neet,AB,199,62,master,no
3,female,singer,A,172,73,senior high,no
67,third,programmer,O,170,54,university,no
76,female,student,O,172,97,doctor,no
12,female,teacher,AB,181,45,primary,yes
93,third,salesman,B,155,69,primary,no
59,male,teacher,A,168,92,university,no
46,third,teacher,A,188,52,primary,no
48,male,chef,B,147,80,senior high,yes
37,third,teacher,A,195,85,junior high,no
5,third,teacher,AB,185,47,senior high,no
41,female,teacher,A,176,70,primary,no
26,third,scientest,O,148,74,junior high,yes
55,male,chef,O,178,47,junior high,no
91,male,chef,A,170,96,master,no
39,third,scientest,O,164,57,doctor,yes
9,male,teacher,B,189,84,master,no
96,female,student,B,198,96,university,no
37,male,programmer,A,195,77,junior high,no
92,female,singer,O,174,91,junior high,no
89,third,chef,O,171,50,senior high,no
52,third,teacher,A,165,44,junior high,no
85,female,teacher,O,195,76,primary,no
8,female,chef,B,172,68,junior high,no
45,male,neet,A,157,98,university,no
75,female,chef,A,175,99,university,no
97,male,scientest,O,154,81,university,no
27,third,salesman,AB,194,79,doctor,no
54,female,neet,O,156,77,master,no
53,male,scientest,B,199,93,doctor,no
32,male,student,AB,180,86,primary,no
50,male,neet,O,140,91,primary,no
10,female,salesman,O,178,90,primary,no
71,male,teacher,A,198,63,doctor,no
60,male,scientest,B,186,89,master,no
22,male,student,O,169,68,university,yes
83,third,scientest,O,164,79,junior high,no
82,third,student,B,187,44,university,no
82,third,salesman,A,167,76,master,no
94,male,neet,A,182,87,senior high,no
2,male,neet,O,161,61,master,no
20,third,scientest,AB,158,98,university,no
94,male,engineer,A,198,99,junior high,no
13,third,neet,B,163,99,university,no
94,third,scientest,A,195,55,university,no
32,male,engineer,A,141,67,primary,no
92,female,scientest,O,159,94,university,no
57,male,neet,B,154,98,senior high,no
97,male,student,O,180,87,university,no
20,male,engineer,O,177,56,primary,yes
32,female,neet,AB,165,71,university,no
16,male,student,B,180,79,master,no
77,male,singer,O,196,78,doctor,no
65,female,programmer,A,187,92,master,no
99,female,chef,O,144,60,doctor,no
60,female,salesman,A,150,90,junior high,no
73,male,engineer,A,165,46,senior high,no
2,female,salesman,A,153,49,senior high,no
8,male,engineer,B,143,67,master,no
40,third,teacher,O,175,62,senior high,yes
9,third,chef,O,196,47,master,no
38,male,programmer,A,156,42,master,yes
48,male,neet,B,182,89,master,no
93,third,salesman,AB,151,36,doctor,no
70,female,teacher,A,177,36,primary,no
93,female,scientest,AB,157,45,doctor,no
90,male,singer,B,182,60,university,no
12,female,scientest,O,156,85,senior high,no
21,male,programmer,O,179,72,junior high,yes
22,male,salesman,O,197,78,master,yes
31,third,engineer,A,151,55,senior high,no
34,male,salesman,B,167,63,university,no
14,male,student,B,195,39,senior high,no
92,third,teacher,O,190,98,senior high,no
30,third,programmer,AB,171,70,master,yes
0,male,student,A,145,41,master,no
49,male,salesman,A,176,51,primary,no
96,third,chef,AB,145,43,university,no
0,male,programmer,AB,181,83,junior high,no
62,male,teacher,O,157,91,primary,no
22,third,salesman,O,160,80,senior high,yes
19,female,neet,O,141,61,master,yes
12,female,singer,O,167,79,master,no
12,third,chef,A,174,44,junior high,no
24,female,teacher,O,151,35,doctor,yes
66,female,programmer,B,168,88,junior high,no
30,male,engineer,B,187,43,university,no
70,female,engineer,AB,182,63,university,no
36,third,scientest,A,185,60,master,yes
30,third,salesman,AB,149,89,junior high,no
91,male,student,A,152,69,doctor,no
72,third,chef,B,152,59,master,no
0,third,programmer,B,186,52,doctor,no
74,third,chef,AB,154,91,primary,no
92,male,engineer,B,173,94,primary,no
41,third,chef,O,193,82,university,yes
65,female,programmer,B,177,93,university,no
58,female,scientest,AB,182,56,doctor,no
67,female,student,O,181,48,master,no
4,male,teacher,B,162,99,doctor,no
72,female,neet,O,179,41,university,no
48,third,programmer,O,162,82,senior high,no
71,female,teacher,O,178,89,master,no
38,male,salesman,B,191,61,junior high,no
2,female,engineer,AB,188,92,senior high,no
2,male,neet,AB,150,55,junior high,no
13,female,teacher,A,147,80,primary,no
96,third,chef,A,144,51,senior high,no
52,third,student,AB,181,62,primary,no
47,third,scientest,B,144,38,junior high,no
74,third,chef,AB,178,65,junior high,no
34,female,programmer,AB,198,39,university,no
81,third,engineer,AB,187,51,university,no
94,male,chef,O,195,53,university,no
56,third,neet,A,166,38,primary,no
6,female,chef,O,172,55,primary,no
36,female,singer,O,166,53,primary,yes
46,third,programmer,B,195,54,university,no
80,third,programmer,AB,163,57,junior high,no
33,female,scientest,B,150,88,senior high,no
20,male,student,AB,144,67,primary,no
30,third,salesman,AB,194,91,master,no
39,male,student,AB,185,97,senior high,no
90,third,singer,AB,156,80,master,no
96,male,salesman,A,177,67,doctor,no
20,male,scientest,A,148,87,university,no
35,male,neet,A,175,81,senior high,no
97,third,teacher,B,155,47,junior high,no
29,third,salesman,B,151,68,master,no
59,third,programmer,A,167,38,junior high,no
9,male,chef,AB,163,84,master,no
99,male,programmer,AB,180,90,doctor,no
18,female,teacher,O,176,74,doctor,yes
50,female,chef,B,163,78,junior high,yes
4,male,chef,A,151,44,junior high,no
69,third,singer,AB,152,42,junior high,no
98,third,student,AB,143,52,primary,no
45,female,scientest,O,188,62,senior high,no
95,third,engineer,B,194,51,primary,no
93,third,scientest,O,141,64,junior high,no
87,male,student,A,178,85,junior high,no
7,third,neet,B,166,44,master,no
59,female,chef,A,174,59,doctor,no
2,female,chef,O,165,87,junior high,no
40,female,scientest,O,156,99,senior high,yes
79,male,salesman,A,161,69,junior high,no
34,third,programmer,O,173,85,master,yes
6,female,programmer,O,142,55,master,no
94,male,neet,B,171,43,doctor,no
49,female,chef,AB,187,43,master,yes
54,female,singer,A,163,48,senior high,no
97,female,student,O,184,95,doctor,no
38,male,singer,AB,182,68,doctor,no
27,female,programmer,O,156,90,junior high,yes
93,male,singer,O,192,61,primary,no
